Date,Map,Score,Rank,K,D,A,+/-,HS%,ADR,1v5,1v4,1v3,1v2,1v1,5k,4k,3k,Rating,Match Links,PlayerID
5 days ago,de_cache,10:16,10,19,19,4,0,42,82,0,0,0,0,0,0,1,1,1.14,13865696,76561198064711336
5 days ago,de_nuke,16:14,10,24,24,9,0,50,102,0,0,1,0,0,0,0,3,1.06,13996533,76561198064711336
5 days ago,de_inferno,7:16,10,14,20,3,-6,43,72,0,0,0,0,0,0,0,0,0.74,13865693,76561198064711336
5 days ago,de_mirage,13:16,10,25,24,3,1,40,84,0,0,0,0,0,0,0,1,1.08,13851124,76561198064711336
6 days ago,de_mirage,14:16,10,25,22,1,3,24,75,0,0,0,1,0,0,1,1,1.17,13849438,76561198064711336
6 days ago,de_inferno,13:16,11,32,18,3,14,34,96,0,0,0,0,1,0,1,2,1.55,13849435,76561198064711336
6 days ago,de_cache,11:16,11,31,24,10,7,42,113,0,0,0,0,0,0,1,1,1.37,13846874,76561198064711336
6 days ago,de_mirage,15:15,11,27,22,6,5,41,100,0,0,0,0,2,0,1,2,1.26,13811602,76561198064711336
"Wed, 5th Aug",de_nuke,12:16,11,16,20,3,-4,44,71,0,0,0,1,1,0,0,0,0.77,13774243,76561198064711336
"Wed, 5th Aug",de_overpass,8:16,11,17,20,1,-3,29,70,0,0,0,0,0,0,0,1,0.85,13774244,76561198064711336
"Wed, 5th Aug",de_cache,11:16,11,22,23,4,-1,27,90,0,0,0,1,1,0,1,1,1.11,13774242,76561198064711336
"Wed, 5th Aug",de_mirage,16:12,11,25,18,3,7,40,92,0,1,0,0,0,0,1,1,1.36,13765118,76561198064711336
"Tue, 4th Aug",de_nuke,16:13,11,20,21,4,-1,35,77,0,0,0,1,0,0,0,0,0.94,13734767,76561198064711336
"Tue, 4th Aug",de_inferno,16:10,11,19,20,7,-1,53,80,0,0,0,1,0,0,0,0,0.91,13734763,76561198064711336
"Tue, 4th Aug",de_anubis,10:16,11,17,22,5,-5,18,74,0,0,0,0,0,0,0,0,0.78,13731286,76561198064711336
"Tue, 4th Aug",de_mirage,15:15,11,30,26,8,4,33,97,0,0,0,0,1,0,2,1,1.35,13731287,76561198064711336
"Tue, 4th Aug",de_cache,12:16,11,26,22,6,4,42,103,0,0,0,0,0,0,0,2,1.14,13731284,76561198064711336
"Tue, 4th Aug",de_anubis,16:0,11,28,2,1,26,14,159,0,0,0,0,0,0,2,2,3.01,13731274,76561198064711336
"Mon, 3rd Aug",de_inferno,16:12,11,24,17,2,7,42,88,0,0,0,1,1,0,0,2,1.27,13731285,76561198064711336
"Mon, 3rd Aug",de_mirage,13:16,11,23,22,3,1,61,83,0,0,0,0,1,0,0,2,1.06,13731280,76561198064711336
"Mon, 3rd Aug",de_cache,2:16,11,11,17,1,-6,64,61,0,0,0,0,0,0,0,0,0.65,13731272,76561198064711336
"Mon, 3rd Aug",de_nuke,16:2,11,22,7,1,15,45,112,0,0,1,0,1,0,1,1,1.94,13721719,76561198064711336
"Mon, 3rd Aug",de_inferno,16:14,11,24,20,4,4,8,91,0,0,0,0,0,0,0,1,1.12,13731277,76561198064711336
"Sun, 2nd Aug",de_vertigo,16:14,11,20,23,4,-3,35,62,0,0,0,0,0,0,0,2,0.91,13664252,76561198064711336
"Sun, 2nd Aug",de_overpass,16:6,11,18,14,3,4,44,93,0,0,0,0,0,0,0,1,1.17,13664250,76561198064711336
"Sun, 2nd Aug",de_cache,9:16,11,22,20,1,2,27,80,0,0,0,0,0,0,1,0,1.13,13664248,76561198064711336
"Sun, 2nd Aug",de_mirage,9:1,11,9,4,2,5,67,73,0,0,0,0,0,0,1,0,1.65,13664236,76561198064711336
"Sun, 2nd Aug",de_mirage,11:16,11,24,21,2,3,33,81,0,0,0,0,1,1,1,1,1.4,13664244,76561198064711336
"Sun, 2nd Aug",de_nuke,16:6,11,24,14,1,10,33,91,0,0,0,0,0,0,0,1,1.42,13664237,76561198064711336
"Sun, 2nd Aug",de_anubis,16:8,10,22,16,4,6,41,93,0,0,0,0,1,0,0,4,1.4,13630838,76561198064711336
"Sat, 1st Aug",de_inferno,16:12,10,16,21,5,-5,50,74,0,0,0,0,0,0,0,0,0.76,13664247,76561198064711336
"Sat, 1st Aug",de_mirage,12:16,10,18,24,5,-6,56,81,0,0,0,0,1,0,0,0,0.72,13664245,76561198064711336
"Sat, 1st Aug",de_inferno,16:8,10,17,14,2,3,53,69,0,0,0,0,1,0,0,1,1.09,13664241,76561198064711336
"Sat, 1st Aug",de_cache,8:16,10,35,18,4,17,34,131,0,0,0,0,2,0,2,2,2.03,13664231,76561198064711336
"Sat, 1st Aug",de_inferno,16:12,10,28,22,5,6,39,106,0,0,0,1,1,1,0,2,1.43,13664243,76561198064711336
"Fri, 31st Jul",de_anubis,11:16,10,19,25,4,-6,37,82,0,0,0,1,0,0,0,0,0.73,13664225,76561198064711336
"Fri, 31st Jul",de_cache,14:16,10,29,21,7,8,38,109,0,0,1,1,0,0,1,3,1.42,13664235,76561198064711336
"Fri, 31st Jul",de_dust2,10:16,11,12,25,7,-13,58,63,0,0,0,0,0,0,0,0,0.52,13664226,76561198064711336
"Fri, 31st Jul",de_inferno,12:16,11,15,23,3,-8,20,68,0,0,0,0,0,0,1,1,0.8,13664234,76561198064711336
"Thu, 30th Jul",de_nuke,16:9,11,20,14,2,6,25,78,0,0,0,0,2,0,0,0,1.14,13664223,76561198064711336
"Thu, 30th Jul",de_inferno,15:15,11,18,23,6,-5,61,70,0,0,0,1,0,0,1,1,0.89,13664229,76561198064711336
"Thu, 30th Jul",de_mirage,16:14,11,25,24,2,1,36,89,0,0,0,0,0,0,0,0,1.0,13664238,76561198064711336
"Thu, 30th Jul",de_train,9:16,11,21,21,5,0,33,105,0,0,0,1,0,0,0,3,1.12,13664221,76561198064711336
"Wed, 29th Jul",de_mirage,16:11,11,29,19,7,10,45,116,0,0,0,1,0,0,1,2,1.5,13465095,76561198064711336
"Wed, 29th Jul",de_dust2,6:16,11,17,19,0,-2,18,73,0,0,0,0,0,0,0,4,1.13,13465091,76561198064711336
"Wed, 29th Jul",de_cache,16:4,11,20,14,4,6,40,111,0,0,0,0,0,0,0,2,1.34,13465088,76561198064711336
"Wed, 29th Jul",de_overpass,6:16,11,15,19,0,-4,27,79,0,0,0,0,0,0,1,1,0.97,13465096,76561198064711336
"Wed, 29th Jul",de_nuke,15:15,11,26,26,10,0,62,96,0,1,0,0,0,1,1,1,1.28,13465094,76561198064711336
"Wed, 29th Jul",de_mirage,16:10,11,18,22,4,-4,28,71,0,0,0,0,0,0,1,1,1.0,13465102,76561198064711336
"Wed, 29th Jul",de_inferno,12:16,11,18,20,3,-2,44,69,0,0,0,0,0,0,0,1,0.94,13465103,76561198064711336
"Tue, 28th Jul",de_inferno,11:16,11,28,21,4,7,50,116,0,0,0,0,0,0,3,1,1.56,13388226,76561198064711336
"Tue, 28th Jul",de_nuke,16:3,11,24,8,1,16,38,119,0,0,0,0,0,0,0,3,1.96,13465082,76561198064711336
"Tue, 28th Jul",de_cache,16:11,11,30,14,3,16,20,95,0,0,1,1,1,1,1,2,1.86,13465106,76561198064711336
"Mon, 27th Jul",de_dust2,11:16,11,18,22,6,-4,50,85,0,0,0,0,0,0,0,1,0.84,13465084,76561198064711336
"Mon, 27th Jul",de_inferno,16:10,11,15,18,6,-3,60,73,0,0,0,0,0,0,0,0,0.8,13465085,76561198064711336
"Mon, 27th Jul",de_mirage,16:9,11,26,15,6,11,42,99,0,0,0,0,0,0,0,2,1.47,13518708,76561198064711336
"Mon, 27th Jul",de_vertigo,16:12,11,35,20,6,15,57,121,0,0,0,0,0,0,0,2,1.63,13399186,76561198064711336
"Mon, 27th Jul",de_cache,14:16,11,21,24,7,-3,57,85,0,0,0,0,1,0,0,2,0.94,13289170,76561198064711336
"Mon, 27th Jul",de_overpass,13:16,11,23,20,6,3,30,89,0,0,0,0,1,0,0,3,1.14,13474131,76561198064711336
"Mon, 27th Jul",de_mirage,16:5,11,22,11,4,11,64,103,0,0,2,0,0,0,3,0,1.91,13474126,76561198064711336
"Mon, 27th Jul",de_cache,5:16,11,18,19,4,-1,33,95,0,0,0,0,0,0,0,0,0.93,13474123,76561198064711336
"Mon, 27th Jul",de_inferno,16:13,11,23,17,7,6,57,90,0,0,2,0,0,1,0,1,1.34,13512728,76561198064711336
"Mon, 27th Jul",de_inferno,3:16,11,8,18,2,-10,50,56,0,0,1,0,0,0,0,1,0.52,13396552,76561198064711336
"Sun, 26th Jul",de_anubis,16:11,11,34,17,9,17,38,119,0,0,1,0,0,0,1,4,1.88,13289165,76561198064711336
"Sun, 26th Jul",de_cache,5:16,11,9,21,3,-12,44,65,0,0,0,0,0,0,0,0,0.45,13289152,76561198064711336
"Sat, 25th Jul",de_dust2,16:9,11,18,19,3,-1,56,77,0,0,0,0,0,0,0,0,0.89,13289155,76561198064711336
"Sat, 25th Jul",de_mirage,16:12,11,27,23,5,4,22,83,0,0,0,0,0,0,0,4,1.28,13289154,76561198064711336
"Sat, 25th Jul",de_overpass,16:12,11,27,24,4,3,30,105,0,0,0,0,1,0,0,1,1.15,13289153,76561198064711336
"Sat, 25th Jul",de_cache,16:13,11,26,22,5,4,23,101,0,0,0,0,1,0,0,2,1.17,13289163,76561198064711336
"Fri, 24th Jul",de_dust2,14:16,11,22,21,7,1,36,81,0,0,0,0,1,0,1,1,1.07,13289160,76561198064711336
"Fri, 24th Jul",de_train,16:14,11,31,21,4,10,29,105,0,0,0,1,0,0,2,2,1.51,13193043,76561198064711336
"Fri, 24th Jul",de_cache,10:16,11,15,21,2,-6,33,58,0,0,0,0,1,0,0,1,0.8,13289147,76561198064711336
"Fri, 24th Jul",de_inferno,16:8,11,25,15,4,10,44,101,0,0,0,0,0,0,1,2,1.51,13289145,76561198064711336
"Fri, 24th Jul",de_cache,16:12,11,16,22,6,-6,50,70,0,0,0,0,0,0,0,1,0.78,13289144,76561198064711336
"Fri, 24th Jul",de_cache,16:8,11,28,13,6,15,25,111,0,0,0,0,0,0,0,2,1.7,13151139,76561198064711336
"Thu, 23rd Jul",de_train,16:10,11,21,18,2,3,48,85,0,0,0,0,0,0,0,2,1.15,13289142,76561198064711336
"Thu, 23rd Jul",de_mirage,16:13,11,21,23,6,-2,57,86,0,0,0,1,0,0,1,0,1.01,13289148,76561198064711336
"Thu, 23rd Jul",de_cache,14:16,11,27,24,3,3,26,94,0,0,0,0,0,0,0,2,1.16,13220757,76561198064711336
"Thu, 23rd Jul",de_nuke,14:16,11,32,18,1,14,34,102,0,0,0,0,1,0,0,1,1.48,13289140,76561198064711336
"Thu, 23rd Jul",de_inferno,16:5,11,23,8,2,15,30,103,0,0,1,0,2,0,1,1,1.78,13289136,76561198064711336
"Wed, 22nd Jul",de_dust2,10:16,11,13,23,1,-10,46,54,0,0,0,0,0,0,0,0,0.56,13065136,76561198064711336
"Wed, 22nd Jul",de_overpass,16:10,11,15,18,7,-3,27,64,0,0,0,1,0,0,0,1,0.87,13289133,76561198064711336
"Wed, 22nd Jul",de_cache,16:11,11,32,18,2,14,28,101,0,0,0,1,0,0,1,4,1.76,13131893,76561198064711336
"Wed, 22nd Jul",de_inferno,15:15,11,23,24,6,-1,52,91,0,0,0,0,0,0,0,1,0.94,13148896,76561198064711336
"Wed, 22nd Jul",de_mirage,8:16,11,18,19,4,-1,44,85,0,0,0,0,0,0,0,1,0.95,13289130,76561198064711336
"Wed, 22nd Jul",de_nuke,16:3,11,18,10,4,8,39,93,0,0,0,0,0,0,0,1,1.33,13289126,76561198064711336
"Wed, 22nd Jul",de_mirage,1:11,11,8,14,1,-6,38,69,0,0,0,0,0,0,1,0,1.05,13289119,76561198064711336
"Wed, 22nd Jul",de_inferno,16:6,11,17,16,5,1,29,78,0,0,0,0,0,0,0,2,1.14,13289125,76561198064711336
"Tue, 21st Jul",de_mirage,6:16,11,18,21,2,-3,50,59,0,0,0,0,0,0,1,1,1.01,13289124,76561198064711336
"Tue, 21st Jul",de_cache,16:10,11,25,15,6,10,44,96,0,0,0,0,0,0,0,3,1.42,13289127,76561198064711336
"Tue, 21st Jul",de_inferno,13:16,11,13,26,6,-13,46,66,0,0,0,0,0,0,0,0,0.54,13289131,76561198064711336
"Tue, 21st Jul",de_overpass,10:16,11,21,21,0,0,24,82,0,0,0,0,1,0,1,1,1.15,13289122,76561198064711336
"Mon, 20th Jul",de_inferno,16:8,11,26,15,5,11,42,96,0,0,0,0,0,1,0,3,1.74,13352016,76561198064711336
"Mon, 20th Jul",de_mirage,16:13,11,24,21,5,3,33,93,0,0,0,0,0,0,0,0,1.06,13048498,76561198064711336
"Mon, 20th Jul",de_cache,16:14,10,26,26,2,0,23,96,0,0,0,0,0,0,1,0,1.09,13289123,76561198064711336
"Mon, 20th Jul",de_cache,8:16,10,19,22,4,-3,32,96,0,0,0,0,0,0,0,1,0.9,13289118,76561198064711336
"Mon, 20th Jul",de_mirage,11:16,10,23,24,2,-1,35,84,0,0,0,0,0,0,0,2,1.04,13065898,76561198064711336
"Sun, 19th Jul",de_dust2,16:9,10,24,17,4,7,17,86,0,0,0,0,1,0,1,1,1.41,13289111,76561198064711336
"Sun, 19th Jul",de_mirage,12:16,10,17,20,6,-3,35,73,0,0,0,0,0,0,0,0,0.87,13289115,76561198064711336
"Sun, 19th Jul",de_nuke,15:15,11,25,20,7,5,24,89,0,0,0,0,1,0,0,2,1.14,13289112,76561198064711336
"Sun, 19th Jul",de_cache,15:15,11,24,23,7,1,25,100,0,0,0,0,1,0,0,0,0.99,13289109,76561198064711336
"Sun, 19th Jul",de_cache,16:6,11,15,9,4,6,27,79,0,0,0,0,0,0,0,1,1.18,13367225,76561198064711336
"Sun, 19th Jul",de_inferno,15:15,11,15,20,3,-5,53,60,0,0,0,0,0,0,0,0,0.78,13334392,76561198064711336
"Sat, 18th Jul",de_dust2,10:16,11,20,20,4,0,45,88,0,0,0,1,0,0,0,2,0.99,12962359,76561198064711336
"Sat, 18th Jul",de_inferno,8:16,11,17,21,4,-4,53,80,0,0,0,0,0,0,2,1,1.06,12962367,76561198064711336
"Sat, 18th Jul",de_vertigo,13:16,11,18,22,3,-4,56,72,0,0,0,0,0,0,0,1,0.84,12962369,76561198064711336
"Sat, 18th Jul",de_cache,15:15,11,25,20,4,5,44,85,0,0,0,0,2,0,0,0,1.12,12962360,76561198064711336
"Sat, 18th Jul",de_mirage,16:10,11,20,16,5,4,50,85,0,0,0,0,0,0,0,3,1.22,12962358,76561198064711336
"Sat, 18th Jul",de_inferno,16:7,11,13,15,3,-2,69,77,0,0,0,0,1,0,0,0,0.86,13131875,76561198064711336
"Fri, 17th Jul",de_inferno,16:9,11,25,13,4,12,24,101,0,0,0,1,0,0,0,3,1.55,12962368,76561198064711336
"Fri, 17th Jul",de_mirage,8:16,11,24,17,4,7,54,95,0,0,0,0,0,1,0,1,1.44,12924732,76561198064711336
"Fri, 17th Jul",de_inferno,16:13,11,18,18,6,0,22,78,0,0,0,0,0,0,1,1,1.07,12962363,76561198064711336
"Fri, 17th Jul",de_inferno,9:16,11,16,20,3,-4,63,71,0,0,0,0,1,0,0,1,0.81,12962354,76561198064711336
"Fri, 17th Jul",de_mirage,16:12,11,18,22,6,-4,39,72,0,0,0,0,1,0,0,1,0.86,12962353,76561198064711336
"Thu, 16th Jul",de_inferno,10:16,11,21,27,7,-6,38,97,0,0,0,0,0,0,0,0,0.95,12962356,76561198064711336
"Thu, 16th Jul",de_cache,16:14,11,29,21,13,8,45,111,0,0,0,1,0,0,0,2,1.32,12962352,76561198064711336
"Thu, 16th Jul",de_mirage,16:9,11,21,20,6,1,38,109,0,0,0,0,0,0,1,0,1.16,12962349,76561198064711336
"Thu, 16th Jul",de_inferno,16:7,11,18,16,4,2,28,72,0,0,1,0,1,0,1,0,1.1,12889939,76561198064711336
"Thu, 16th Jul",de_overpass,16:11,11,13,23,4,-10,38,70,0,0,0,0,0,0,0,2,0.7,12889930,76561198064711336
"Wed, 15th Jul",de_mirage,16:8,11,15,21,7,-6,33,73,0,0,0,0,0,0,0,0,0.72,12907862,76561198064711336
"Wed, 15th Jul",de_dust2,8:16,11,27,18,5,9,59,118,0,0,0,0,2,0,0,4,1.56,12962348,76561198064711336
"Wed, 15th Jul",de_inferno,13:16,11,25,24,6,1,36,105,0,0,0,0,0,0,0,1,1.05,12962355,76561198064711336
"Wed, 15th Jul",de_mirage,14:16,11,20,25,5,-5,20,89,0,0,0,0,0,0,0,3,0.89,12962347,76561198064711336
"Tue, 14th Jul",de_overpass,16:4,11,26,11,6,15,46,132,0,0,0,1,0,1,0,2,2.09,12778867,76561198064711336
"Tue, 14th Jul",de_mirage,16:9,10,26,15,5,11,50,98,0,0,0,0,0,0,0,2,1.47,12778848,76561198064711336
"Tue, 14th Jul",de_inferno,7:16,10,12,18,3,-6,58,70,0,0,0,0,0,0,0,1,0.74,12778847,76561198064711336
"Tue, 14th Jul",de_cache,16:10,10,28,18,5,10,54,115,0,0,0,0,1,0,2,0,1.53,12806339,76561198064711336
"Mon, 13th Jul",de_inferno,16:10,10,14,21,3,-7,36,56,0,0,0,0,0,0,0,0,0.65,12994639,76561198064711336
"Mon, 13th Jul",de_mirage,8:16,10,16,19,5,-3,38,85,0,0,0,0,0,1,0,0,1.07,12962345,76561198064711336
"Mon, 13th Jul",de_dust2,12:16,10,22,20,5,2,45,87,0,0,0,0,1,0,1,1,1.12,12962346,76561198064711336
"Mon, 13th Jul",de_cache,16:10,10,23,18,5,5,26,97,0,0,0,1,0,0,0,0,1.08,12962344,76561198064711336
"Sun, 12th Jul",de_cache,10:16,11,26,21,5,5,46,102,0,0,0,0,0,0,0,1,1.24,12703200,76561198064711336
"Sun, 12th Jul",de_mirage,16:13,11,19,20,5,-1,42,84,0,0,0,0,0,0,0,2,1.0,12703204,76561198064711336
"Sun, 12th Jul",de_inferno,11:16,10,25,20,6,5,56,93,0,0,0,1,0,0,1,1,1.2,12703205,76561198064711336
"Sat, 11th Jul",de_dust2,16:9,10,23,17,3,6,52,79,0,0,0,1,1,0,0,2,1.29,12703196,76561198064711336
"Sat, 11th Jul",de_overpass,14:16,10,21,23,4,-2,62,74,0,0,0,0,0,0,0,1,0.89,12677175,76561198064711336
"Sat, 11th Jul",de_train,16:9,10,24,16,3,8,54,97,0,0,0,0,1,0,0,3,1.37,13131862,76561198064711336
"Sat, 11th Jul",de_mirage,5:16,10,3,19,2,-16,33,35,0,0,0,0,0,0,0,0,0.2,13131857,76561198064711336
"Sat, 11th Jul",de_cache,16:9,10,22,17,8,5,55,111,0,0,0,0,1,0,0,0,1.14,12931595,76561198064711336
"Sat, 11th Jul",de_inferno,16:13,10,31,20,1,11,65,112,0,0,0,0,0,1,1,3,1.73,13131864,76561198064711336
"Sat, 11th Jul",de_dust2,12:16,10,18,21,6,-3,56,80,0,0,0,1,0,0,1,1,0.97,13131852,76561198064711336
"Sat, 11th Jul",de_inferno,16:8,10,25,15,3,10,40,94,0,0,0,2,0,0,0,1,1.37,13131849,76561198064711336
"Sat, 11th Jul",de_mirage,9:16,10,7,21,3,-14,29,40,0,0,0,0,0,0,0,0,0.44,12865828,76561198064711336
"Fri, 10th Jul",de_nuke,16:10,10,21,21,6,0,38,88,0,0,0,0,0,0,0,1,1.06,12713502,76561198064711336
"Fri, 10th Jul",de_cache,16:10,10,23,20,10,3,52,113,0,0,0,0,0,0,0,0,1.08,12716882,76561198064711336
"Thu, 9th Jul",de_mirage,6:16,10,17,20,2,-3,41,91,0,0,0,1,0,0,1,1,1.08,12635045,76561198064711336
"Thu, 9th Jul",de_inferno,11:16,10,23,19,4,4,48,100,0,0,0,0,0,0,1,1,1.25,12730419,76561198064711336
"Thu, 9th Jul",de_mirage,4:16,10,21,18,1,3,52,109,0,0,0,0,0,0,1,0,1.25,13131843,76561198064711336
"Wed, 8th Jul",de_mirage,16:7,10,21,16,4,5,19,89,0,0,0,0,1,0,0,0,1.16,12602360,76561198064711336
"Wed, 8th Jul",de_inferno,12:16,10,22,29,3,-7,32,90,0,0,0,0,0,0,1,0,1.02,12727267,76561198064711336
"Wed, 8th Jul",de_inferno,16:2,10,18,12,5,6,33,102,0,0,0,0,1,0,0,3,1.43,12570278,76561198064711336
"Wed, 8th Jul",de_mirage,16:11,10,19,18,8,1,53,78,0,0,0,1,0,0,0,1,1.03,12570282,76561198064711336
"Tue, 7th Jul",de_mirage,14:16,10,36,20,6,16,36,119,0,0,0,1,0,0,1,3,1.7,12570283,76561198064711336
"Tue, 7th Jul",de_inferno,13:16,11,18,21,6,-3,33,66,0,0,0,0,1,0,0,1,0.88,12570280,76561198064711336
"Tue, 7th Jul",de_mirage,1:16,11,6,18,1,-12,83,48,0,0,0,0,0,0,0,0,0.33,12570277,76561198064711336
"Mon, 6th Jul",de_overpass,16:6,11,16,18,4,-2,50,90,0,0,1,0,0,0,1,1,1.02,12549107,76561198064711336
"Mon, 6th Jul",de_inferno,16:14,11,16,23,4,-7,50,63,0,0,0,0,0,0,0,1,0.73,12491799,76561198064711336
"Mon, 6th Jul",de_mirage,16:12,10,25,22,3,3,36,90,0,0,0,0,1,0,0,1,1.11,12570279,76561198064711336
"Mon, 6th Jul",de_inferno,16:11,11,14,20,6,-6,50,63,0,0,0,0,0,0,0,1,0.77,12570276,76561198064711336
"Sun, 5th Jul",de_inferno,16:9,10,28,25,4,3,32,119,0,0,0,0,1,1,0,1,1.51,12471447,76561198064711336
"Sun, 5th Jul",de_mirage,16:9,10,25,16,3,9,52,85,0,0,0,0,2,0,1,1,1.48,12471441,76561198064711336
"Sun, 5th Jul",de_inferno,9:2,10,8,6,0,2,25,70,0,0,0,0,0,0,0,0,1.14,12471436,76561198064711336
"Sun, 5th Jul",de_mirage,5:16,10,8,19,3,-11,25,47,0,0,0,0,0,0,0,0,0.42,12434981,76561198064711336
"Sun, 5th Jul",de_anubis,16:3,11,40,11,3,29,43,182,0,0,2,1,0,0,2,5,3.15,12471434,76561198064711336
"Sat, 4th Jul",de_mirage,16:10,11,20,23,0,-3,60,66,0,0,0,0,1,0,0,2,0.96,12471432,76561198064711336
"Sat, 4th Jul",de_vertigo,16:10,10,25,19,4,6,40,98,0,0,0,0,0,0,1,1,1.34,12471431,76561198064711336
"Sat, 4th Jul",de_inferno,13:16,10,17,22,5,-5,29,69,0,0,0,0,0,0,0,0,0.75,12400427,76561198064711336
"Fri, 3rd Jul",de_mirage,16:13,11,14,22,10,-8,36,73,0,0,0,0,0,0,0,0,0.66,12369500,76561198064711336
"Fri, 3rd Jul",de_inferno,14:16,11,21,21,3,0,38,69,0,0,0,0,0,0,1,1,1.07,12369497,76561198064711336
"Thu, 2nd Jul",de_inferno,16:9,11,17,19,9,-2,59,86,0,0,0,0,0,0,0,1,0.86,12344477,76561198064711336
"Thu, 2nd Jul",de_mirage,16:9,11,24,15,6,9,46,98,0,0,0,0,0,0,0,2,1.41,12324628,76561198064711336
"Thu, 2nd Jul",de_inferno,13:16,10,24,22,8,2,38,97,0,0,0,0,0,0,0,2,1.03,12369501,76561198064711336
"Wed, 1st Jul",de_vertigo,16:6,11,17,18,2,-1,59,75,0,0,0,0,0,0,0,1,1.05,12329009,76561198064711336
"Wed, 1st Jul",de_mirage,16:13,10,21,21,3,0,38,82,0,0,0,0,0,0,0,1,0.95,12598197,76561198064711336
"Wed, 1st Jul",de_inferno,16:13,10,21,23,9,-2,38,86,0,0,0,0,0,0,0,2,1.01,12330355,76561198064711336
"Tue, 30th Jun",de_inferno,8:16,10,16,21,2,-5,38,81,0,0,0,0,0,0,0,0,0.76,12268592,76561198064711336
"Tue, 30th Jun",de_mirage,15:15,11,29,25,3,4,45,87,0,0,0,0,0,0,1,1,1.24,12224354,76561198064711336
"Mon, 29th Jun",de_inferno,16:9,11,14,17,4,-3,57,56,0,0,0,0,0,0,0,1,0.82,12194526,76561198064711336
"Sun, 28th Jun",de_mirage,16:5,11,16,13,9,3,31,106,0,0,0,0,0,0,0,0,1.06,12145345,76561198064711336
"Sat, 27th Jun",de_mirage,16:1,11,16,7,3,9,44,104,0,0,0,0,0,0,0,0,1.44,12289404,76561198064711336
"Sat, 27th Jun",de_dust2,2:16,11,10,17,2,-7,60,64,0,0,0,0,0,0,0,0,0.51,12080465,76561198064711336
"Sat, 27th Jun",de_nuke,16:10,11,22,20,4,2,41,94,0,0,0,0,0,0,0,3,1.14,12763343,76561198064711336
"Sat, 27th Jun",de_inferno,11:16,10,14,23,7,-9,29,67,0,0,0,0,0,0,0,1,0.68,12107302,76561198064711336
"Sat, 27th Jun",de_mirage,16:6,10,21,14,8,7,52,111,0,0,0,0,0,0,0,1,1.31,12070879,76561198064711336
"Fri, 26th Jun",de_inferno,13:16,11,25,23,2,2,40,84,0,0,0,0,0,0,0,2,1.09,12087916,76561198064711336
"Fri, 26th Jun",de_inferno,16:10,10,12,18,4,-6,42,56,0,0,0,0,0,0,0,0,0.73,12076934,76561198064711336
"Thu, 25th Jun",de_inferno,16:11,10,22,20,2,2,59,82,0,0,0,1,0,0,0,0,1.0,12003270,76561198064711336
